Name,"Team","Position","DateStart","DateEnd","NumberOfGames","Minutes","Goal","Assist","ChanceAssist","KeyPass","KeyLoss","DuelLossInBox","DuelLossOutBox","MissBlockShot","RescueAction","Finalization","KeyIndividualAction","KeyRecover","DuelWinInBox","BlockShot","PktOff","PktDef"
Krzysztof Nita (08),U-19,PŚO,2025-11-14,2025-11-16,1,90,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,-2
Krzysztof Nita (08),U-19,PŚO,2025-11-21,2025-11-23,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krzysztof Nita (08),U-19,PŚO,2025-12-06,2025-12-07,1,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Krzysztof Nita (08),U-19,PŚO,2025-12-13,2025-12-14,1,60,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
Maksymilian Czerwiński (06),C2,WAHADŁO,2025-09-20,2025-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maksymilian Czerwiński (06),C2,WAHADŁO,2025-09-29,2025-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maksymilian Czerwiński (06),C2,WAHADŁO,2025-10-04,2025-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maksymilian Czerwiński (06),C2,WAHADŁO,2025-10-11,2025-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maksymilian Czerwiński (06),C2,WAHADŁO,2025-10-18,2025-10-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maksymilian Czerwiński (06),C2,WAHADŁO,2025-10-25,2025-10-26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maksymilian Czerwiński (06),C2,PW,2025-10-29,2025-10-29,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maksymilian Czerwiński (06),C2,WAHADŁO,2025-11-29,2025-11-30,1,45,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Marcel Ankowski (08),U-19,ŚPO,2025-09-20,2025-09-21,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcel Ankowski (08),U-19,ŚPO,2025-09-29,2025-09-30,1,90,0,4,2,0,0,0,0,0,0,1,0,0,0,0,7,0
Marcel Ankowski (08),U-19,ŚPO,2025-10-04,2025-10-05,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcel Ankowski (08),U-19,ŚPO,2025-10-11,2025-10-12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcel Ankowski (08),U-19,ŚPO,2025-10-18,2025-10-19,1,50,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0
Marcel Ankowski (08),U-19,ŚPO,2025-10-25,2025-10-26,2,133,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Marcel Ankowski (08),U-19,ŚPO,2025-10-29,2025-10-29,2,148,3,4,2,0,0,0,0,0,0,0,0,0,0,0,9,0
Marcel Ankowski (08),U-19,ŚPO,2025-11-08,2025-11-09,1,90,3,0,2,0,0,0,0,0,0,1,0,0,0,1,6,1
Marcel Ankowski (08),U-19,ŚPO,2025-11-14,2025-11-16,1,90,3,0,0,0,0,0,0,0,0,2,2,0,0,0,7,0
Marcel Ankowski (08),U-19,ŚPO,2025-11-21,2025-11-23,1,50,0,0,0,0,0,0,0,-1,0,3,2,0,0,0,5,-1
Marcel Ankowski (08),U-19,ŚPO,2025-12-13,2025-12-14,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz Pomietło (07),C2,PW/LW,2025-09-20,2025-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz Pomietło (07),C2,PW/LW,2025-09-29,2025-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz Pomietło (07),C2,LW/PW,2025-10-04,2025-10-05,1,45,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
Mateusz Pomietło (07),C2,LW/PW,2025-10-11,2025-10-12,1,90,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Mateusz Pomietło (07),C2,LW/PW,2025-10-18,2025-10-19,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz Pomietło (07),C2,LW/PW,2025-10-25,2025-10-26,1,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Mateusz Pomietło (07),C2,"8",2025-10-29,2025-10-29,1,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Mateusz Pomietło (07),C2,"8",2025-12-06,2025-12-07,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz Pulchny (10),U-17,ŚO,2025-09-20,2025-09-21,1,90,0,0,0,0,0,0,-1,0,0,0,0,0,0,2,0,1
Mateusz Pulchny (10),U-17,ŚO,2025-09-29,2025-09-30,1,25,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
Mateusz Pulchny (10),U-17,ŚO,2025-10-04,2025-10-05,1,45,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
Mateusz Pulchny (10),U-17,ŚO,2025-10-11,2025-10-12,1,90,0,0,0,0,0,0,0,-1,0,0,0,0,2,3,0,4
Mateusz Pulchny (10),U-17,ŚO,2025-10-18,2025-10-19,2,105,0,0,0,0,-2,0,0,0,0,0,0,2,0,0,-2,2
Mateusz Pulchny (10),U-17,ŚO,2025-10-25,2025-10-26,1,90,0,0,0,0,-2,0,0,-1,0,0,0,4,0,0,-2,3
Mateusz Pulchny (10),U-17,ŚO,2025-10-29,2025-10-29,1,90,0,6,0,0,0,0,0,0,0,0,0,2,2,0,6,4
Mateusz Pulchny (10),U-17,ŚO,2025-11-08,2025-11-09,1,45,0,0,0,0,0,0,-1,0,2,0,0,2,0,1,0,4
Mateusz Pulchny (10),U-17,ŚO,2025-11-14,2025-11-16,1,60,3,0,0,0,0,0,0,-1,0,0,0,0,2,0,3,1
Mateusz Pulchny (10),U-17,ŚO,2025-11-21,2025-11-23,1,45,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Mateusz Pulchny (10),U-17,ŚO,2025-11-29,2025-11-30,1,60,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3
Mateusz Pulchny (10),U-17,ŚO,2025-12-06,2025-12-07,1,60,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Mateusz Pulchny (10),U-17,ŚO,2025-12-13,2025-12-14,2,160,0,0,0,0,-2,-3,-1,0,2,0,0,2,4,0,-2,4
Mateusz Skoczylas (06),C2,ŚPO,2025-09-20,2025-09-21,1,39,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
Mateusz Skoczylas (06),C2,ŚPO,2025-09-29,2025-09-30,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz Skoczylas (06),C2,ŚPO,2025-10-04,2025-10-05,1,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Mateusz Skoczylas (06),C2,ŚPO,2025-10-11,2025-10-12,1,60,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Mateusz Skoczylas (06),C2,ŚPO,2025-10-18,2025-10-19,1,60,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0
Mateusz Skoczylas (06),C2,ŚPO,2025-10-25,2025-10-26,1,70,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
Mateusz Skoczylas (06),C2,"10",2025-10-29,2025-10-29,1,70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Mateusz Skoczylas (06),C2,ŚPO,2025-11-14,2025-11-16,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz Skoczylas (06),C2,ŚPO,2025-11-29,2025-11-30,1,45,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Mateusz Skoczylas (06),C2,ŚPO,2025-12-06,2025-12-07,1,45,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
Mateusz Tabisz (07),C2,WAHADŁO,2025-09-20,2025-09-21,1,70,0,0,0,4,0,0,0,0,0,2,4,0,2,0,10,2
Mateusz Tabisz (07),C2,WAHADŁO,2025-09-29,2025-09-30,1,90,0,0,2,0,0,0,0,0,0,1,0,0,2,0,3,2
Mateusz Tabisz (07),C2,WAHADŁO,2025-10-04,2025-10-05,1,90,3,0,0,0,0,-2,-1,0,0,1,0,0,2,0,4,-1
Mateusz Tabisz (07),C2,WAHADŁO,2025-10-11,2025-10-12,1,90,0,0,2,4,0,0,0,0,0,1,0,0,2,0,7,2
Mateusz Tabisz (07),C2,WAHADŁO,2025-10-18,2025-10-19,1,90,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
Mateusz Tabisz (07),C2,WAHADŁO,2025-10-25,2025-10-26,1,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Mateusz Tabisz (07),C2,LW,2025-10-29,2025-10-29,1,80,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Mateusz Tabisz (07),C2,LW,2025-11-08,2025-11-09,1,45,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
Mateusz Tabisz (07),C2,LW,2025-11-14,2025-11-16,1,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Mateusz Tabisz (07),C2,LW,2025-11-29,2025-11-30,1,70,0,2,0,0,-2,0,0,0,0,1,0,0,0,0,1,0
Mykola Motrych (09),U-19,ŚP,2025-09-20,2025-09-21,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mykola Motrych (09),U-19,ŚP,2025-09-29,2025-09-30,1,90,0,0,0,0,-2,0,0,0,0,3,0,0,0,0,1,0
Mykola Motrych (09),U-19,ŚP,2025-10-04,2025-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mykola Motrych (09),U-19,ŚP,2025-10-11,2025-10-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mykola Motrych (09),U-19,ŚP,2025-10-18,2025-10-19,1,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Mykola Motrych (09),U-19,ŚP,2025-10-25,2025-10-26,2,150,0,2,0,0,-2,0,0,0,0,0,0,2,0,0,0,2
Mykola Motrych (09),U-19,ŚP,2025-10-29,2025-10-29,1,67,0,2,0,0,0,0,0,0,0,1,2,0,0,0,5,0
Mykola Motrych (09),U-19,ŚP,2025-11-08,2025-11-09,1,50,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,-2
Mykola Motrych (09),U-19,ŚP,2025-11-14,2025-11-16,1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Mykola Motrych (09),U-19,ŚP,2025-11-21,2025-11-23,1,60,0,0,0,2,0,0,0,0,0,0,2,0,0,0,4,0
Mykola Motrych (09),U-19,ŚP,2025-12-06,2025-12-07,1,60,0,0,0,2,0,0,0,0,0,0,4,2,0,0,6,2
Olivier Łętek (08),U-19,ŚPO/PW/LW,2025-09-20,2025-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olivier Łętek (08),U-19,LW/PW/ŚPO,2025-09-29,2025-09-30,1,60,6,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0
Olivier Łętek (08),U-19,ŚPO/LW/PW,2025-10-04,2025-10-05,1,90,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0
Olivier Łętek (08),U-19,LW/PW/ŚPO,2025-10-11,2025-10-12,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olivier Łętek (08),U-19,ŚPO/LW/PW,2025-10-18,2025-10-19,1,40,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Olivier Łętek (08),U-19,LW/PW/ŚPO,2025-10-25,2025-10-26,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olivier Łętek (08),U-19,LW/PW/ŚPO,2025-10-29,2025-10-29,1,30,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
Olivier Łętek (08),U-19,PW/LW/ŚPO,2025-11-08,2025-11-09,1,90,0,0,2,0,0,0,0,0,0,0,2,0,0,0,4,0
Olivier Łętek (08),U-19,LW/PW/ŚPO,2025-11-14,2025-11-16,1,65,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
Olivier Łętek (08),U-19,LW/PW/ŚPO,2025-11-21,2025-11-23,1,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Olivier Łętek (08),U-19,LW/PW/ŚPO,2025-12-06,2025-12-07,1,45,0,2,2,0,0,0,0,0,0,1,0,0,0,0,5,0
Olivier Łętek (08),U-19,LW/PW/ŚPO,2025-12-13,2025-12-14,1,60,3,0,0,0,0,0,-1,0,0,1,0,2,0,0,4,1
Oliwier Kukliński (08),U-19,LŚO,2025-09-20,2025-09-21,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliwier Kukliński (08),U-19,LŚO,2025-09-29,2025-09-30,1,90,0,2,0,2,0,0,0,0,0,0,0,0,0,0,4,0
Oliwier Kukliński (08),U-19,LŚO,2025-10-04,2025-10-05,1,90,3,0,0,0,0,0,0,0,0,0,0,2,2,0,3,4
Oliwier Kukliński (08),U-19,LŚO,2025-10-11,2025-10-12,1,90,0,0,0,0,0,-2,0,0,0,0,0,2,0,1,0,1
Oliwier Kukliński (08),U-19,LŚO,2025-10-25,2025-10-26,2,160,0,0,0,2,0,0,-1,0,0,0,0,2,2,1,2,4
Oliwier Kukliński (08),U-19,LŚO,2025-10-29,2025-10-29,2,70,0,0,0,0,0,0,0,0,0,1,2,2,2,0,3,4
Oliwier Kukliński (08),U-19,LŚO,2025-11-08,2025-11-09,1,90,0,0,0,2,0,-2,-1,-1,0,0,0,0,0,0,2,-4
Oliwier Kukliński (08),U-19,LŚO,2025-12-06,2025-12-07,1,45,0,0,0,0,0,0,-1,0,0,0,2,0,0,0,2,-1
Oliwier Kukliński (08),U-19,LŚO,2025-12-13,2025-12-14,1,60,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
Patryk Nowakowski (03),C2,ŚO,2025-09-20,2025-09-21,1,90,0,0,0,0,0,-2,0,0,0,0,0,0,8,0,0,6
Patryk Nowakowski (03),C2,ŚO,2025-09-29,2025-09-30,1,68,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
Patryk Nowakowski (03),C2,ŚO,2025-10-04,2025-10-05,1,90,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,1,-1
Patryk Nowakowski (03),C2,ŚO,2025-10-11,2025-10-12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
Patryk Nowakowski (03),C2,ŚO,2025-10-18,2025-10-19,1,90,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,5
Patryk Nowakowski (03),C2,ŚO,2025-10-25,2025-10-26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patryk Nowakowski (03),C2,ŚO,2025-10-29,2025-10-29,1,90,0,0,0,0,-2,0,0,0,0,0,0,0,2,1,-2,3
Patryk Nowakowski (03),C2,ŚO,2025-11-08,2025-11-09,1,90,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,-2,0
Patryk Nowakowski (03),C2,ŚO,2025-11-14,2025-11-16,1,90,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8
Patryk Nowakowski (03),C2,ŚO,2025-12-06,2025-12-07,1,45,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Paweł Jakubczyk (09),U-17,NAPASTNIK,2025-09-20,2025-09-21,1,90,3,0,2,2,0,0,0,0,0,4,4,4,0,0,15,4
Paweł Jakubczyk (09),U-17,NAPASTNIK,2025-09-29,2025-09-30,1,65,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Paweł Jakubczyk (09),U-17,NAPASTNIK,2025-10-04,2025-10-05,1,45,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Paweł Jakubczyk (09),U-17,NAPASTNIK,2025-10-11,2025-10-12,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paweł Jakubczyk (09),U-17,NAPASTNIK,2025-10-18,2025-10-19,2,135,3,0,4,2,0,0,0,-2,0,3,0,2,0,0,12,0
Paweł Jakubczyk (09),U-17,NAPASTNIK,2025-10-25,2025-10-26,2,47,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
Paweł Jakubczyk (09),U-17,NAPASTNIK,2025-10-29,2025-10-29,1,45,6,2,2,0,0,0,0,0,0,0,4,0,0,0,14,0
Paweł Jakubczyk (09),U-17,NAPASTNIK,2025-11-08,2025-11-09,1,45,3,2,0,0,-2,0,0,0,0,0,0,0,0,0,3,0
Paweł Jakubczyk (09),U-17,NAPASTNIK,2025-11-14,2025-11-16,1,60,9,0,2,0,0,0,0,0,0,2,0,0,0,0,13,0
Paweł Jakubczyk (09),U-17,NAPASTNIK,2025-11-29,2025-11-30,1,60,3,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0
Paweł Jakubczyk (09),U-17,NAPASTNIK,2025-12-06,2025-12-07,1,45,3,0,0,0,0,0,0,0,0,1,2,0,0,0,6,0
Paweł Jakubczyk (09),U-17,NAPASTNIK,2025-12-13,2025-12-14,2,135,0,2,0,4,0,0,0,0,0,3,4,0,0,0,13,0
Ramil Mustafaev (03),C2,WAHADŁO,2025-09-20,2025-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramil Mustafaev (03),C2,WAHADŁO,2025-09-29,2025-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramil Mustafaev (03),C2,WAHADŁO,2025-10-04,2025-10-05,1,35,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,-2
Ramil Mustafaev (03),C2,WAHADŁO,2025-10-11,2025-10-12,1,60,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2
Ramil Mustafaev (03),C2,WAHADŁO,2025-10-18,2025-10-19,1,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Ramil Mustafaev (03),C2,WAHADŁO,2025-10-25,2025-10-26,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramil Mustafaev (03),C2,WAHADŁO,2025-10-29,2025-10-29,1,90,0,0,0,0,0,-2,0,0,0,3,0,0,0,0,3,-2
Ramil Mustafaev (03),C2,WAHADŁO,2025-11-08,2025-11-09,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Szymon Królak (07),C2,"10",2025-09-20,2025-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Szymon Królak (07),C2,"10",2025-09-29,2025-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Szymon Królak (07),C2,"10",2025-10-04,2025-10-05,1,45,3,0,4,0,0,0,0,0,0,1,4,0,0,0,12,0
Szymon Królak (07),C2,"10",2025-10-11,2025-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Szymon Królak (07),C2,"10",2025-10-18,2025-10-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Szymon Królak (07),C2,"10",2025-10-25,2025-10-26,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Szymon Królak (07),C2,"10",2025-11-08,2025-11-09,1,70,0,2,0,0,0,-2,0,0,0,1,0,0,0,1,3,-1
Szymon Królak (07),C2,"10",2025-11-14,2025-11-16,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Szymon Królak (07),C2,"10",2025-11-29,2025-11-30,1,90,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2
Szymon Królak (07),C2,"10",2025-12-06,2025-12-07,1,30,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Tomasz Walaszek (05),C2,PŚO,2025-09-20,2025-09-21,1,90,0,0,0,0,0,-2,0,0,0,0,0,0,0,4,0,2
Tomasz Walaszek (05),C2,PŚO,2025-09-29,2025-09-30,1,90,0,0,0,0,0,-2,0,0,0,0,0,0,2,2,0,2
Tomasz Walaszek (05),C2,PŚO,2025-10-04,2025-10-05,1,90,0,0,0,0,0,-2,0,0,0,0,0,0,0,1,0,-1
Tomasz Walaszek (05),C2,PŚO,2025-10-11,2025-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomasz Walaszek (05),C2,PŚO,2025-10-18,2025-10-19,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomasz Walaszek (05),C2,PŚO,2025-10-25,2025-10-26,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomasz Walaszek (05),C2,PŚO,2025-10-29,2025-10-29,1,98,0,0,0,0,0,-2,0,-1,0,0,0,0,2,0,0,-1
Tomasz Walaszek (05),C2,PŚO,2025-11-08,2025-11-09,1,45,0,0,0,0,-2,0,0,0,0,0,0,0,2,1,-2,3
Tomasz Walaszek (05),C2,PŚO,2025-11-14,2025-11-16,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomasz Walaszek (05),C2,PŚO,2025-11-29,2025-11-30,1,90,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,1,-1
Tomasz Walaszek (05),C2,PŚO,2025-12-06,2025-12-07,1,45,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,-2
Wiktor Dej (07),U-19,ŚP,2025-09-20,2025-09-21,1,65,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0
Wiktor Dej (07),U-19,ŚP,2025-09-29,2025-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wiktor Dej (07),U-19,ŚP,2025-10-04,2025-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wiktor Dej (07),U-19,ŚP,2025-10-11,2025-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wiktor Dej (07),U-19,ŚP,2025-10-18,2025-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wiktor Dej (07),U-19,ŚP,2025-10-25,2025-10-26,1,32,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Wiktor Dej (07),U-19,ŚP,2025-10-29,2025-10-29,2,107,0,2,0,2,0,0,0,0,0,0,0,0,0,0,4,0
Wiktor Dej (07),U-19,ŚP,2025-11-08,2025-11-09,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wiktor Dej (07),U-19,ŚP,2025-11-14,2025-11-16,1,90,0,2,0,2,0,0,0,0,0,2,0,0,0,0,6,0
Wiktor Dej (07),U-19,ŚP,2025-11-21,2025-11-23,1,60,0,2,0,2,0,0,0,0,0,1,0,0,0,0,5,0
Wiktor Dej (07),U-19,ŚP,2025-12-06,2025-12-07,2,90,0,2,2,2,0,-2,0,0,0,2,2,2,0,0,10,0
Wiktor Dej (07),U-19,ŚP,2025-12-13,2025-12-14,1,65,0,0,0,0,-4,-2,0,0,0,0,0,0,0,0,-4,-2
Wiktor Mamroł (07),C2,WAHADŁO,2025-09-20,2025-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wiktor Mamroł (07),C2,WAHADŁO,2025-09-29,2025-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wiktor Mamroł (07),C2,WAHADŁO,2025-10-04,2025-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wiktor Mamroł (07),C2,WAHADŁO,2025-10-11,2025-10-12,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wiktor Mamroł (07),C2,ŚPD,2025-10-18,2025-10-19,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wiktor Mamroł (07),C2,WAHADŁO,2025-10-25,2025-10-26,1,60,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
Wiktor Mamroł (07),C2,WAHADŁO,2025-10-29,2025-10-29,2,120,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0
Wiktor Mamroł (07),C2,WAHADŁO,2025-11-08,2025-11-09,1,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Wiktor Mamroł (07),C2,WAHADŁO,2025-11-14,2025-11-16,2,65,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
Wiktor Mamroł (07),C2,WAHADŁO,2025-11-29,2025-11-30,1,30,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
Wiktor Mamroł (07),C2,WAHADŁO,2025-12-06,2025-12-07,1,45,0,0,2,0,0,0,0,0,0,2,0,0,0,0,4,0
Witold Wałęga (09),U-17,LW/PW,2025-09-20,2025-09-21,1,10,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0
Witold Wałęga (09),U-17,PW/LW,2025-09-29,2025-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Witold Wałęga (09),U-17,LW/PW,2025-10-04,2025-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Witold Wałęga (09),U-17,LW/PW,2025-10-11,2025-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Witold Wałęga (09),U-17,LW/PW,2025-10-18,2025-10-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Witold Wałęga (09),U-17,LW/PW,2025-10-25,2025-10-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Witold Wałęga (09),U-17,LW/PW,2025-11-14,2025-11-16,1,30,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
Witold Wałęga (09),U-17,LW/PW,2025-11-21,2025-11-23,1,45,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Witold Wałęga (09),U-17,LW/PW,2025-12-06,2025-12-07,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wojciech Golak (08),U-19,NAPASTNIK,2025-09-20,2025-09-21,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wojciech Golak (08),U-19,NAPASTNIK,2025-09-29,2025-09-30,1,90,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
Wojciech Golak (08),U-19,NAPASTNIK,2025-10-04,2025-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wojciech Golak (08),U-19,NAPASTNIK,2025-10-11,2025-10-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wojciech Golak (08),U-19,NAPASTNIK,2025-10-18,2025-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wojciech Golak (08),U-19,NAPASTNIK,2025-10-25,2025-10-26,2,110,6,0,2,0,0,0,0,0,0,2,0,2,0,0,10,2
Wojciech Golak (08),U-19,NAPASTNIK,2025-10-29,2025-10-29,2,132,3,0,0,0,0,0,0,0,0,4,2,0,0,0,9,0
Wojciech Golak (08),U-19,NAPASTNIK,2025-11-08,2025-11-09,1,77,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,-2
Wojciech Golak (08),U-19,NAPASTNIK,2025-12-06,2025-12-07,1,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Wojciech Golak (08),U-19,NAPASTNIK,2025-12-13,2025-12-14,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wojciech Szuber (10),U-17,ŚPO/NAPASTNIK,2025-09-20,2025-09-21,1,80,0,0,2,0,0,0,0,0,0,2,2,0,0,0,6,0
